"","FID","Year.x","CY","pixFAV","pixSAV","pixWat","percFAV","percSAV","percWat","spr1cy","spr2cy","spr3cy","pszsav","pszfav","uniqueID","SprTtlYrs","Orig_FID","Habitat","Stratum","index","SprayPolyAreaM2","Latitude","Longitude","RID","DBWsiteAreaM2","yr_corr","yr_rid","ttlX24D","ttlGlyph","cnt.rws","Year.y","AggHabitat","AggStratum"
"1329",364,"2007",2,538,236,20,0.677581863979849,0.297229219143577,0.0251889168765743,0,0,0,549,13176,"364_2007",4,367,"SlowShallows","SouthwestDelta",1329,25532.53,37.90524,-121.503325,52,420856.28,"2006","2006_52",18.25,0,11,2006,"SlowShallows","SouthwestDelta"
"1330",365,"2007",6,3,2319,1780,0.000731350560702097,0.565333983422721,0.433934666016577,0,0,0,20502,4680,"365_2007",11,368,"SlowShallows","SouthwestDelta",1330,61899.28,37.908712,-121.509778,53,510134.69,"2006","2006_53",25.75,0,11,2006,"SlowShallows","SouthwestDelta"
"1331",366,"2007",6,39,1504,499,0.0190989226248776,0.736532810969638,0.244368266405485,0,0,0,11061,5751,"366_2007",11,369,"Channel","SouthwestDelta",1331,36931.14,37.91199,-121.517831,53,510134.69,"2006","2006_53",25.75,0,11,2006,"Channel","SouthwestDelta"
"1332",367,"2007",6,669,2276,809,0.178209909429941,0.60628662759723,0.215503462972829,0,0,0,15633,17307,"367_2007",11,370,"SlowShallows","SouthwestDelta",1332,62295.54,37.909567,-121.514261,53,510134.69,"2006","2006_53",25.75,0,11,2006,"SlowShallows","SouthwestDelta"
"1333",368,"2007",6,161,1649,5481,0.0220820189274448,0.226169249759978,0.751748731312577,0,0,0,10161,14616,"368_2007",11,371,"Channel","SouthwestDelta",1333,110133.19,37.956672,-121.570702,92,1027642.92,"2006","2006_92",32.25,0,12,2006,"Channel","SouthwestDelta"
"1334",369,"2007",6,43,1134,7950,0.00471129615426756,0.124246740440451,0.871041963405281,0,0,0,26568,4608,"369_2007",11,372,"Channel","SouthwestDelta",1334,95099.94,37.958183,-121.568219,92,1027642.92,"2006","2006_92",32.25,0,12,2006,"Channel","SouthwestDelta"
"1335",370,"2007",6,289,4279,832,0.0535185185185185,0.792407407407407,0.154074074074074,0,0,0,26631,4689,"370_2007",13,373,"SlowShallows","SoutheastDelta",1335,84138.17,38.074634,-121.467806,39,856625.28,"2006","2006_39",21.25,0,9,2006,"SlowShallows","SoutheastDelta"
"1336",371,"2007",6,24,2122,1075,0.00745110214219187,0.658801614405464,0.333747283452344,0,0,0,18621,684,"371_2007",14,374,"Channel","SoutheastDelta",1336,45828.48,38.104979,-121.491441,40,488482.44,"2006","2006_40",15.25,0,6,2006,"Channel","SoutheastDelta"
"1337",372,"2007",4,25,1227,3616,0.00513557929334429,0.252054231717338,0.742810188989318,0,0,0,6048,1485,"372_2007",10,375,"Channel","SoutheastDelta",1337,64431.12,38.089507,-121.525378,43,813851.11,"2006","2006_43",8.5,0,4,2006,"Channel","SoutheastDelta"
"1338",373,"2007",6,173,2044,7523,0.0177618069815195,0.209856262833676,0.772381930184805,0,0,0,17343,7569,"373_2007",13,376,"Channel","SoutheastDelta",1338,190498.21,38.083999,-121.542663,44,1119197.47,"2006","2006_44",11.5,0,5,2006,"Channel","SoutheastDelta"
"1339",374,"2007",6,502,2331,5665,0.0590727229936456,0.274299835255354,0.666627441751,0,0,0,21924,4779,"374_2007",11,377,"Channel","SoutheastDelta",1339,131880.75,38.084754,-121.557787,44,1119197.47,"2006","2006_44",11.5,0,5,2006,"Channel","SoutheastDelta"
"1340",376,"2007",0,26,615,2196,0.00916461050405358,0.216778286922806,0.774057102573141,1,0,0,4743,1026,"376_2007",8,379,"Channel","SoutheastDelta",1340,49469.57,38.088505,-121.534674,43,813851.11,"2006","2006_43",8.5,0,4,2006,"Channel","SoutheastDelta"
"1341",378,"2007",1,22,494,6618,0.00308382394168769,0.0692458648724418,0.927670311185871,0,0,0,1656,378,"378_2007",9,381,"Channel","SoutheastDelta",1341,109923.98,37.814405,-121.424595,73,360917.81,"2006","2006_73",27.25,0,12,2006,"Channel","SoutheastDelta"
"1342",379,"2007",1,145,656,6231,0.0206200227531286,0.093287827076223,0.886092150170648,0,0,0,9477,4311,"379_2007",6,382,"SlowShallows","SoutheastDelta",1342,142516.37,37.82002,-121.412659,82,251880.84,"2006","2006_82",11.75,0,6,2006,"SlowShallows","SoutheastDelta"
"1343",380,"2007",4,52,9619,9505,0.00271172298706717,0.501616604088444,0.495671672924489,0,0,0,28458,4599,"380_2007",13,383,"Channel","SoutheastDelta",1343,337740.15,37.882427,-121.462571,48,176021.88,"2006","2006_48",23,0,10,2006,"Channel","SoutheastDelta"
"1344",381,"2007",2,16,4173,8276,0.00128359406337746,0.334777376654633,0.66393902928199,0,0,0,9036,5976,"381_2007",12,384,"Channel","SoutheastDelta",1344,246246.9,37.888314,-121.442828,48,176021.88,"2006","2006_48",23,0,10,2006,"Channel","SoutheastDelta"
"1345",382,"2007",2,2,590,2075,0.000749906261717285,0.221222347206599,0.778027746531683,0,0,0,12177,0,"382_2007",8,385,"Channel","SouthwestDelta",1345,38820.91,37.909833,-121.56501,90,387951.59,"2006","2006_90",4.25,2,5,2006,"Channel","SouthwestDelta"
"1346",383,"2007",4,0,600,3005,0,0.166435506241331,0.833564493758668,0,0,0,9873,36,"383_2007",8,386,"Channel","SouthwestDelta",1346,32994.02,37.913422,-121.560173,55,197354.6,"2006","2006_55",2,0,1,2006,"Channel","SouthwestDelta"
"1347",384,"2007",2,43,675,1168,0.0227995758218452,0.357900318133616,0.619300106044539,0,0,0,3960,3501,"384_2007",10,387,"Channel","SouthwestDelta",1347,24494,37.904616,-121.505518,52,420856.28,"2006","2006_52",18.25,0,11,2006,"Channel","SouthwestDelta"
"1348",385,"2007",2,72,718,1217,0.0358744394618834,0.35774788241156,0.606377678126557,0,0,0,4716,3312,"385_2007",11,388,"Channel","SouthwestDelta",1348,33651.01,37.905823,-121.500101,52,420856.28,"2006","2006_52",18.25,0,11,2006,"Channel","SouthwestDelta"
"1349",386,"2007",6,884,3682,2156,0.131508479619161,0.547753644748587,0.320737875632252,0,0,0,25101,12051,"386_2007",11,389,"DeadendSlough","SouthwestDelta",1349,116301.73,37.939349,-121.566909,91,777820.26,"2006","2006_91",14,0,7,2006,"SlowShallows","SouthwestDelta"
"1350",387,"2007",2,20,1959,7629,0.00208159866777685,0.203892589508743,0.79402581182348,0,0,0,9000,23454,"387_2007",9,390,"Channel","SouthwestDelta",1350,132013.88,37.952017,-121.530891,58,645061.58,"2006","2006_58",32,0,14,2006,"Channel","SouthwestDelta"
"1351",388,"2007",6,100,1314,2487,0.0256344527044348,0.336836708536273,0.637528838759292,0,0,0,11907,6354,"388_2007",9,391,"Channel","SouthwestDelta",1351,54578.92,37.953305,-121.526181,58,645061.58,"2006","2006_58",32,0,14,2006,"Channel","SouthwestDelta"
"1352",389,"2007",3,233,1893,3793,0.0393647575603987,0.319817536746072,0.640817705693529,0,0,0,8892,16875,"389_2007",10,392,"Channel","SouthwestDelta",1352,88370.87,37.972786,-121.510985,60,1096611.75,"2006","2006_60",28,0,12,2006,"Channel","SouthwestDelta"
"1353",391,"2007",6,74,1297,5260,0.0111597044186397,0.195596440959131,0.793243854622229,0,0,0,8118,13797,"391_2007",13,394,"Channel","SouthwestDelta",1353,84912.56,37.959635,-121.529262,59,807797.04,"2006","2006_59",37,0,15,2006,"Channel","SouthwestDelta"
"1354",392,"2007",6,46,662,3005,0.0123889038513332,0.17829248586049,0.809318610288177,0,0,0,4716,4707,"392_2007",10,395,"Channel","SouthwestDelta",1354,46006.15,37.976356,-121.533872,66,862813.09,"2006","2006_66",30.25,0,11,2006,"Channel","SouthwestDelta"
"1355",393,"2007",6,146,2040,3878,0.0240765171503958,0.336411609498681,0.639511873350924,0,0,0,14778,7254,"393_2007",11,396,"Channel","SouthwestDelta",1355,78583.4,37.983554,-121.531368,67,1913096.72,"2006","2006_67",49.5,0,18,2006,"Channel","SouthwestDelta"
"1356",394,"2007",6,182,668,3011,0.0471380471380471,0.173012173012173,0.77984977984978,0,0,0,9945,5913,"394_2007",11,397,"Channel","SouthwestDelta",1356,48175.99,37.999288,-121.524792,67,1913096.72,"2006","2006_67",49.5,0,18,2006,"Channel","SouthwestDelta"
"1357",396,"2007",3,5,1710,12982,0.000340205484112404,0.116350275566442,0.883309518949445,0,0,0,11187,171,"396_2007",5,399,"Channel","SouthwestDelta",1357,222616.18,37.971136,-121.492106,60,1096611.75,"2006","2006_60",28,0,12,2006,"Channel","SouthwestDelta"
"1358",397,"2007",4,42,4132,1621,0.00724762726488352,0.713028472821398,0.279723899913719,0,0,0,28053,2439,"397_2007",12,400,"Channel","SouthwestDelta",1358,75309.23,37.975509,-121.595034,97,476532.83,"2006","2006_97",26.25,0,12,2006,"Channel","SouthwestDelta"
"1359",399,"2007",6,21,2349,4946,0.00287042099507928,0.321077091306725,0.676052487698196,0,0,0,33696,1242,"399_2007",14,402,"SlowShallows","SoutheastDelta",1359,136267.13,37.977391,-121.374484,10,927682.21,"2006","2006_10",21,0,9,2006,"SlowShallows","SoutheastDelta"
"1360",400,"2007",6,15,1599,8864,0.0014315709104791,0.152605459057072,0.845962970032449,0,0,0,17487,6399,"400_2007",11,403,"Channel","SouthwestDelta",1360,129969.05,37.993286,-121.576942,99,1889214.5,"2006","2006_99",58.75,0,25,2006,"Channel","SouthwestDelta"
"1361",401,"2007",0,2,872,4539,0.000369480879364493,0.161093663402919,0.838536855717717,2,0,0,10764,2043,"401_2007",5,404,"SlowShallows","SouthwestDelta",1361,65444.2,37.993653,-121.578267,99,1889214.5,"2006","2006_99",58.75,0,25,2006,"SlowShallows","SouthwestDelta"
"1362",402,"2007",6,9,479,2501,0.00301104048176648,0.160254265640683,0.836734693877551,0,0,0,4212,5508,"402_2007",10,405,"Channel","SouthwestDelta",1362,36723.75,37.997921,-121.575387,99,1889214.5,"2006","2006_99",58.75,0,25,2006,"Channel","SouthwestDelta"
"1363",403,"2007",0,441,653,1623,0.162311372837689,0.240338608759661,0.59735001840265,5,0,0,5355,6921,"403_2007",10,406,"SlowShallows","SouthwestDelta",1363,48520.61,37.990182,-121.576558,99,1889214.5,"2006","2006_99",58.75,0,25,2006,"SlowShallows","SouthwestDelta"
"1364",404,"2007",6,279,550,6858,0.0362950435800702,0.0715493690646546,0.892155587355275,0,0,0,35424,3060,"404_2007",10,407,"FloodedIsland","SouthwestDelta",1364,76571.94,38.002263,-121.576267,99,1889214.5,"2006","2006_99",58.75,0,25,2006,"FloodedIsland","SouthwestDelta"
"1365",405,"2007",6,19,409,1589,0.00941993058998513,0.202776400594943,0.787803668815072,0,0,0,3330,486,"405_2007",11,408,"Channel","SoutheastDelta",1365,28427.21,38.015255,-121.457942,13,1804608.06,"2006","2006_13",42.75,0,18,2006,"Channel","SoutheastDelta"
"1366",406,"2007",6,209,1087,3751,0.0414107390529027,0.21537547057658,0.743213790370517,0,0,0,24750,1881,"406_2007",10,409,"SlowShallows","LowerSJRiver",1366,67886.51,38.021582,-121.709157,113,385525.84,"2006","2006_113",14.5,0,7,2006,"SlowShallows","LowerSJRiver"
"1367",407,"2007",6,0,202,1624,0,0.110624315443593,0.889375684556407,0,0,0,13266,117,"407_2007",9,410,"Channel","LowerSJRiver",1367,23083.38,38.020628,-121.687685,113,385525.84,"2006","2006_113",14.5,0,7,2006,"Channel","LowerSJRiver"
"1368",408,"2007",3,214,1187,1213,0.081866870696251,0.454093343534813,0.464039785768937,0,0,0,9009,3510,"408_2007",9,411,"Channel","SouthwestDelta",1368,35034.07,38.025825,-121.507053,15,2480455.72,"2006","2006_15",40.25,0,18,2006,"Channel","SouthwestDelta"
"1369",409,"2007",3,21,881,3098,0.00525,0.22025,0.7745,0,0,0,6453,1863,"409_2007",8,412,"Channel","SouthwestDelta",1369,44826.68,38.03101,-121.523264,69,1216046.95,"2006","2006_69",19,0,7,2006,"Channel","SouthwestDelta"
"1370",410,"2007",2,23,1940,4629,0.00348907766990291,0.294296116504854,0.702214805825243,0,0,0,20466,1386,"410_2007",11,413,"Channel","SouthwestDelta",1370,84267.58,38.034867,-121.522638,69,1216046.95,"2006","2006_69",19,0,7,2006,"Channel","SouthwestDelta"
"1371",411,"2007",2,249,1956,8323,0.0236512158054711,0.185790273556231,0.790558510638298,0,0,0,22779,4581,"411_2007",6,414,"Channel","SouthwestDelta",1371,121584.97,38.040121,-121.528052,16,3742966.2,"2006","2006_16",48.5,0,22,2006,"Channel","SouthwestDelta"
"1372",412,"2007",0,183,2687,1071,0.0464349149961939,0.681806648058868,0.271758436944938,5,0,0,27270,7488,"412_2007",9,415,"FloodedIsland","LowerSJRiver",1372,65683.19,38.046338,-121.529172,16,3742966.2,"2006","2006_16",48.5,0,22,2006,"FloodedIsland","LowerSJRiver"
"1373",413,"2007",0,82,886,4762,0.0143106457242583,0.154624781849913,0.831064572425829,1,0,0,14166,3834,"413_2007",3,416,"Channel","SouthwestDelta",1373,85106.81,38.030805,-121.569092,101,1796195.6,"2006","2006_101",37,0,17,2006,"Channel","SouthwestDelta"
"1374",414,"2007",3,0,145,2249,0,0.0605680868838764,0.939431913116124,0,0,0,6075,234,"414_2007",4,417,"Channel","SouthwestDelta",1374,36556.87,38.034388,-121.569449,101,1796195.6,"2006","2006_101",37,0,17,2006,"Channel","SouthwestDelta"
"1375",415,"2007",3,0,278,4791,0,0.0548431643322154,0.945156835667785,0,0,0,7641,153,"415_2007",5,418,"Channel","SouthwestDelta",1375,66002.76,38.028009,-121.562783,101,1796195.6,"2006","2006_101",37,0,17,2006,"Channel","SouthwestDelta"
"1376",416,"2007",6,0,263,1897,0,0.121759259259259,0.878240740740741,0,0,0,6246,891,"416_2007",6,419,"Channel","SouthwestDelta",1376,29837.71,38.02171,-121.55904,101,1796195.6,"2006","2006_101",37,0,17,2006,"Channel","SouthwestDelta"
"1377",417,"2007",2,120,540,1790,0.0489795918367347,0.220408163265306,0.730612244897959,0,0,0,6552,1989,"417_2007",6,420,"Channel","SouthwestDelta",1377,31594.28,38.042597,-121.578759,103,1247251.46,"2006","2006_103",5.25,0,2,2006,"Channel","SouthwestDelta"
"1378",418,"2007",2,67,915,2715,0.0181228022721125,0.247497971328104,0.734379226399784,0,0,0,19881,1197,"418_2007",6,421,"Channel","SouthwestDelta",1378,49853.92,38.034959,-121.579146,103,1247251.46,"2006","2006_103",5.25,0,2,2006,"Channel","SouthwestDelta"
"1379",419,"2007",6,0,631,854,0,0.424915824915825,0.575084175084175,0,0,0,9873,126,"419_2007",15,422,"Channel","SoutheastDelta",1379,18222.18,38.044507,-121.391731,31,322723.87,"2006","2006_31",23.75,0,11,2006,"Channel","SoutheastDelta"
"1380",420,"2007",5,312,6695,12389,0.0160857908847185,0.345174262734584,0.638739946380697,0,0,0,46404,3384,"420_2007",6,423,"Channel","LowerSJRiver",1380,280706.65,38.070773,-121.682654,23,3367096.75,"2006","2006_23",8.5,0,4,2006,"Channel","LowerSJRiver"
"1381",421,"2007",2,107,1697,7076,0.0120495495495495,0.191103603603604,0.796846846846847,0,0,0,18711,1179,"421_2007",5,424,"Channel","LowerSJRiver",1381,140971.51,38.092352,-121.668976,21,4992557.19,"2006","2006_21",4,0,2,2006,"Channel","LowerSJRiver"
"1382",422,"2007",6,200,4736,2539,0.0267558528428094,0.633578595317726,0.339665551839465,0,0,0,40473,2961,"422_2007",9,425,"Channel","SouthwestDelta",1382,133434.9,38.081584,-121.647991,106,425902.21,"2006","2006_106",7,0,3,2006,"Channel","SouthwestDelta"
"1383",423,"2007",0,85,947,6014,0.0120635821742833,0.134402497871133,0.853533919954584,0,4,0,18927,1323,"423_2007",7,426,"Channel","SouthwestDelta",1383,75183.27,38.069858,-121.58037,104,850987.45,"2006","2006_104",7.5,0,3,2006,"Channel","SouthwestDelta"
"1384",424,"2007",6,68,774,9470,0.00659425911559348,0.0750581846392552,0.918347556245151,0,0,0,33534,3492,"424_2007",11,427,"Channel","SouthwestDelta",1384,120206.06,38.067091,-121.578048,104,850987.45,"2006","2006_104",7.5,0,3,2006,"Channel","SouthwestDelta"
"1385",425,"2007",3,11,630,2082,0.00403966213734851,0.231362467866324,0.764597869996328,0,0,0,10116,2151,"425_2007",8,428,"Channel","LowerSJRiver",1385,43151.56,38.070613,-121.569894,104,850987.45,"2006","2006_104",7.5,0,3,2006,"Channel","LowerSJRiver"
"1386",426,"2007",2,8,1094,3901,0.00159904057565461,0.218668798720768,0.779732160703578,0,0,0,13635,2556,"426_2007",8,429,"SlowShallows","LowerSJRiver",1386,63025.92,38.06745,-121.563138,17,3408395.2,"2006","2006_17",10.5,0,4,2006,"SlowShallows","LowerSJRiver"
"1387",427,"2007",3,37,1412,6248,0.00480706768870989,0.183448096661037,0.811744835650253,0,0,0,13716,2997,"427_2007",9,430,"Channel","LowerSJRiver",1387,111179.01,38.095911,-121.587215,19,3126152.92,"2006","2006_19",19,0,7,2006,"Channel","LowerSJRiver"
"1388",430,"2007",0,3,38,0,0.0731707317073171,0.926829268292683,0,0,0,0,594,2691,"430_2007",3,433,"SlowShallows","LowerSJRiver",1388,16742.27,38.119034,-121.661286,20,504787.23,"2006","2006_20",21.5,0,8,2006,"SlowShallows","LowerSJRiver"
"1389",433,"2007",0,51,24,10435,0.00485252140818268,0.00228353948620362,0.992863939105614,0,0,0,18,4437,"433_2007",1,436,"Channel","CacheSlLibertyIs",1389,119094.16,38.247689,-121.706774,281,539790.55,"2006","2006_281",NA,NA,NA,NA,"Channel","NorthDelta"
"1390",434,"2007",0,72,47,2039,0.0333642261353105,0.0217794253938832,0.944856348470806,0,0,0,63,819,"434_2007",3,437,"SlowShallows","CacheSlLibertyIs",1390,28884.86,38.254786,-121.694253,272,1320022.84,"2006","2006_272",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1391",435,"2007",0,24,36,5170,0.00458891013384321,0.00688336520076482,0.988527724665392,2,0,0,423,810,"435_2007",6,438,"FloodedIsland","CacheSlLibertyIs",1391,53505.36,38.266439,-121.668237,267,5786118.91,"2006","2006_267",12,0,5,2006,"FloodedIsland","NorthDelta"
"1392",437,"2007",6,21,5262,938,0.00337566307667578,0.845844719498473,0.150779617424851,0,0,0,49410,1197,"437_2007",9,440,"DeadendSlough","SouthwestDelta",1392,132103.46,38.005354,-121.678068,112,725929.62,"2006","2006_112",18.25,0,10,2006,"SlowShallows","SouthwestDelta"
"1393",438,"2007",3,1537,4602,70,0.247543887904655,0.741182154936383,0.0112739571589628,0,0,0,49752,12501,"438_2007",8,441,"FloodedIsland","LowerSacRiver",1393,88768.21,38.030249,-121.77259,120,4983618.85,"2006","2006_120",10,0,4,2006,"FloodedIsland","NorthDelta"
"1394",439,"2007",0,405,359,5250,0.0673428666444962,0.059694047223146,0.872963086132358,0,0,0,5868,2484,"439_2007",0,442,"FloodedIsland","NortheastDelta",1394,107766.83,38.430334,-121.492211,237,415148.66,"2006","2006_237",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1395",440,"2007",0,1631,2616,644,0.333469638110816,0.534859946841137,0.131670415048047,0,0,0,46566,7416,"440_2007",0,443,"SlowShallows","NortheastDelta",1395,124891.73,38.431228,-121.541193,248,860570.6,"2006","2006_248",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"1396",441,"2007",6,355,640,552,0.229476405946994,0.413703943115708,0.356819650937298,0,0,0,7695,4671,"441_2007",11,444,"SlowShallows","SoutheastDelta",1396,44861.75,38.045046,-121.37318,31,322723.87,"2006","2006_31",23.75,0,11,2006,"SlowShallows","SoutheastDelta"
"1397",442,"2007",0,87,2250,367,0.0321745562130177,0.832100591715976,0.135724852071006,5,0,0,9072,774,"442_2007",13,445,"SlowShallows","SoutheastDelta",1397,34680.36,38.045237,-121.448989,32,1348106,"2006","2006_32",41.75,0,17,2006,"SlowShallows","SoutheastDelta"
"1398",443,"2007",6,53,5674,421,0.00862068965517241,0.922901756668835,0.0684775536759922,0,0,0,28287,243,"443_2007",14,446,"SlowShallows","SoutheastDelta",1398,89420.75,38.04992,-121.451392,32,1348106,"2006","2006_32",41.75,0,17,2006,"SlowShallows","SoutheastDelta"
"1399",444,"2007",0,159,516,8126,0.0180661288489944,0.0586297011703216,0.923304169980684,0,0,0,60255,1611,"444_2007",1,447,"FloodedIsland","SouthwestDelta",1399,90550.61,38.045858,-121.647136,107,782604.31,"2006","2006_107",14.75,0,6,2006,"FloodedIsland","SouthwestDelta"
"1400",445,"2007",0,239,206,3576,0.0594379507585178,0.0512310370554588,0.889331012186023,0,0,0,33525,3258,"445_2007",0,448,"FloodedIsland","SouthwestDelta",1400,46897.97,38.048408,-121.63357,105,1822957.28,"2006","2006_105",8,0,3,2006,"FloodedIsland","SouthwestDelta"
"1401",446,"2007",0,19,482,4289,0.00396659707724426,0.10062630480167,0.895407098121086,0,0,3,3384,2439,"446_2007",1,449,"Channel","LowerSJRiver",1401,57437.15,38.041155,-121.493122,15,2480455.72,"2006","2006_15",40.25,0,18,2006,"Channel","LowerSJRiver"
"1402",447,"2007",1,8,342,2212,0.00312256049960968,0.133489461358314,0.863387978142076,0,0,0,4932,684,"447_2007",8,450,"Channel","SouthwestDelta",1402,31028.39,38.065046,-121.581616,104,850987.45,"2006","2006_104",7.5,0,3,2006,"Channel","SouthwestDelta"
"1403",450,"2007",6,49,994,3031,0.0120274914089347,0.243986254295533,0.743986254295533,0,0,0,9036,1611,"450_2007",13,453,"Channel","SoutheastDelta",1403,52910.81,38.045921,-121.474267,33,547745.97,"2006","2006_33",8,0,7,2006,"Channel","SoutheastDelta"
"1404",451,"2007",0,2879,127,4458,0.385718113612004,0.0170150053590568,0.597266881028939,0,0,0,1854,31194,"451_2007",0,454,"FloodedIsland","CacheSlLibertyIs",1404,182492.93,38.326775,-121.681886,275,930733.51,"2006","2006_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1405",452,"2007",0,1993,149,3698,0.341267123287671,0.025513698630137,0.633219178082192,0,0,0,3195,18810,"452_2007",0,455,"FloodedIsland","CacheSlLibertyIs",1405,121515.29,38.323045,-121.681424,275,930733.51,"2006","2006_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1406",454,"2007",0,297,30,3216,0.0838272650296359,0.00846740050804403,0.90770533446232,0,0,0,144,2394,"454_2007",0,457,"FloodedIsland","CacheSlLibertyIs",1406,42060.66,38.296682,-121.68438,270,6970384.44,"2006","2006_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"1407",455,"2007",0,134,236,6687,0.0189882386283123,0.033441972509565,0.947569788862123,0,0,0,369,3393,"455_2007",0,458,"FloodedIsland","CacheSlLibertyIs",1407,138794.92,38.298491,-121.687512,270,6970384.44,"2006","2006_270",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
